"system.index","id","mean_prediction","median_prediction","sampling_year","soc_stock_tha","longitude","latitude"
"00000000000000000a6d","ctb0033-RO2393",3539,3448,1996,14,-63.5786119490083,-8.62472191195817
"00000000000000000a6e","ctb0033-RO2394",3947,3854,1996,14,-63.6799985296605,-8.59583139623289
"00000000000000000c0d","ctb0033-RO2922",3744,3721,1996,14,-65.2922221883423,-9.81027648634098
"000000000000000008df","ctb0033-RO1896",3599,3557,1996,15,-64.4372207750514,-9.27333383299029
"00000000000000000a34","ctb0033-RO2336",4043,3925,1996,15,-62.9658333640417,-8.43944626318749
"00000000000000000a35","ctb0033-RO2337",3565,3511,1996,15,-63.0202789879042,-8.3988907391064
"00000000000000000c58","ctb0033-RO2997",4055,3548,1996,15,-66.3094456979575,-9.80666461448769
"00000000000000000f00","ctb0033-RO3702",3683,3588,1996,15,-63.859999061885,-8.94611162038528
"00000000000000000a6c","ctb0033-RO2392",3820,3752,1996,16,-63.6377797608865,-8.69749890025145
"00000000000000000c04","ctb0033-RO2913",3571,3468,1996,16,-64.7469454751227,-9.38777666152698
"00000000000000000c31","ctb0033-RO2958",3434,3383,1996,16,-65.7008319133748,-9.57638771788564
"00000000000000000c59","ctb0033-RO2998",3819,3798,1996,16,-66.2183328861325,-9.80944263444399
"00000000000000000d93","ctb0033-RO3318",3574,3464,1996,16,-64.8355567312568,-9.54833551315841
"00000000000000000d96","ctb0033-RO3321",3391,3309,1996,16,-64.9058321638591,-9.61972126192302
"00000000000000000a2c","ctb0033-RO2328",3354,3271,1996,17,-62.8663909514488,-8.22166822683824
"00000000000000000bfb","ctb0033-RO2904",3269,3232,1996,17,-64.6463882872665,-9.37166592942088
"00000000000000000c01","ctb0033-RO2910",3271,3127,1996,17,-64.6891644436722,-9.33638998098707
"00000000000000000c2a","ctb0033-RO2951",4161,3769,1996,17,-65.6847211812687,-9.72694480585418
"00000000000000000d85","ctb0033-RO3304",3765,3688,1996,17,-66.0763907813992,-9.76000012196337
"00000000000000000e90","ctb0033-RO3580",11314,5703,1996,17,-62.9155569996641,-8.05861227861689
"00000000000000000e99","ctb0033-RO3589",NA,NA,1996,17,-62.9086097202228,-8.380001987044
"00000000000000000c26","ctb0033-RO2947",3830,3743,1996,18,-65.5725034441577,-9.81777669431287
"00000000000000000d88","ctb0033-RO3307",3277,3226,1996,18,-64.4805543190888,-9.51861114553614
"00000000000000000d9e","ctb0033-RO3329",3413,3279,1996,18,-65.0544450837683,-9.40805665311805
"00000000000000000da4","ctb0033-RO3335",3412,3335,1996,18,-65.1261117558993,-9.49833115394506
"00000000000000000f08","ctb0033-RO3710",3391,3279,1996,18,-63.7613905011891,-8.8519443243386
"00000000000000000f27","ctb0033-RO3741",4049,3981,1996,18,-63.9608327140065,-8.62333513153054
"000000000000000008de","ctb0033-RO1895",3830,3689,1996,19,-64.4319456585052,-9.21722050533373
"00000000000000000a37","ctb0033-RO2339",4060,3856,1996,19,-62.9980548282539,-8.35472334317201
"00000000000000000c03","ctb0033-RO2912",4016,3950,1996,19,-64.7469454751227,-9.37722196933348
"00000000000000000c09","ctb0033-RO2918",4283,4032,1996,19,-65.4363893845013,-9.66583282591671
"00000000000000000c1e","ctb0033-RO2939",3554,3448,1996,19,-65.5266683444293,-9.7708312784222
"00000000000000000d83","ctb0033-RO3302",3979,3962,1996,19,-66.1311128695271,-9.76416492234729
"00000000000000000d8c","ctb0033-RO3311",3476,3443,1996,19,-64.5088874471824,-9.33527966482476
"00000000000000000daa","ctb0033-RO3341",3866,3740,1996,19,-64.8761122553379,-9.34722113744589
"00000000000000000ea0","ctb0033-RO3596",4542,3997,1996,19,-62.9216659681073,-8.04527956646709
"00000000000000000f0a","ctb0033-RO3712",3555,3504,1996,19,-63.7597227973951,-8.85694297661952
"00000000000000000f15","ctb0033-RO3723",3323,3271,1996,19,-64.0405569817411,-9.17472081319334
"00000000000000000f2b","ctb0033-RO3745",3444,3231,1996,19,-64.1849961830643,-9.10749986481264
"00000000000000000f9e","ctb0033-RO3893",3276,3240,1996,19,-64.2830562743306,-9.11305590472524
"000000000000000008e0","ctb0033-RO1897",3809,3685,1996,20,-64.5011107749452,-9.21222185305282
"00000000000000000bfd","ctb0033-RO2906",3838,3751,1996,20,-64.5597211991917,-9.45555499753936
"00000000000000000c11","ctb0033-RO2926",3466,3449,1996,20,-65.2805571799865,-9.93777556276216
"00000000000000000c21","ctb0033-RO2942",3524,3480,1996,20,-65.5363891847258,-9.70388679430681
"00000000000000000d8d","ctb0033-RO3312",3434,3406,1996,20,-64.5694464985893,-9.38527956493705
"00000000000000000db1","ctb0033-RO3348",5040,3905,1996,20,-64.7988895432943,-9.36277894102136
"00000000000000000fa3","ctb0033-RO3898",3652,3471,1996,20,-64.349166906549,-9.24888904101531
"00000000000000000a33","ctb0033-RO2335",3370,3299,1996,21,-62.9838882642071,-8.4872210718741
"00000000000000000a61","ctb0033-RO2381",3905,3868,1996,21,-63.7094464330175,-8.69055607991124
"00000000000000000a73","ctb0033-RO2399",3400,3288,1996,21,-63.9366688453979,-8.8347232760702
"00000000000000000bf9","ctb0033-RO2902",3506,3442,1996,21,-64.6494427714881,-9.37833228549578
"00000000000000000c02","ctb0033-RO2911",3359,3300,1996,21,-64.6769465067857,-9.35361102925548
"00000000000000000c0e","ctb0033-RO2923",3802,3752,1996,21,-65.2716657324859,-9.84944522999445
"00000000000000000c27","ctb0033-RO2948",3420,3342,1996,21,-65.6108338768131,-9.82333273422547
"00000000000000000c2b","ctb0033-RO2952",3542,3504,1996,21,-65.6852785689004,-9.7405539822693
"00000000000000000c2c","ctb0033-RO2953",NA,NA,1996,21,-65.7356842472085,-9.76490513312217
"00000000000000000c2d","ctb0033-RO2954",4995,3912,1996,21,-65.5872229367351,-9.71055760948277
"00000000000000000c44","ctb0033-RO2977",3678,3639,1996,21,-66.6383311552555,-9.82360919849078
"00000000000000000c55","ctb0033-RO2994",NA,NA,1996,21,-66.4280577859792,-9.86916783395384
"00000000000000000da7","ctb0033-RO3338",3411,3346,1996,21,-65.0491655081211,-9.54888844168904
"00000000000000000db3","ctb0033-RO3350",3819,3698,1996,21,-64.8355567312568,-9.43416468978598
"00000000000000000f28","ctb0033-RO3742",4007,3867,1996,21,-63.9802788537006,-8.63638692031398
"00000000000000000932","ctb0033-RO2080",3654,3597,1996,22,-64.4138907583398,-9.24722133722131
"00000000000000000a26","ctb0033-RO2322",4392,4195,1996,22,-63.0130552441977,-8.11611238670107
"00000000000000000a38","ctb0033-RO2340",3908,3812,1996,22,-63.0016667001072,-8.35111147131872
"00000000000000000a3a","ctb0033-RO2342",3495,3407,1996,22,-62.9844456518388,-8.20888844321907
"00000000000000000a64","ctb0033-RO2384",3711,3687,1996,22,-63.8461089621035,-8.69694597172082
"00000000000000000d90","ctb0033-RO3315",3362,3272,1996,22,-64.8036117313099,-9.57083167797304
"00000000000000000d9f","ctb0033-RO3330",0,0,1996,22,-65.0805575795373,-9.42055551337086
"00000000000000000da8","ctb0033-RO3339",4018,3984,1996,22,-65.0411123716185,-9.52360979781705
"00000000000000000a2e","ctb0033-RO2330",3197,3140,1996,23,-62.8916651362197,-8.29139073090992
"00000000000000000bf8","ctb0033-RO2901",3278,3238,1996,23,-64.613890358789,-9.3086097814241
"00000000000000000bff","ctb0033-RO2908",3335,3288,1996,23,-64.6522207914444,-9.46722000589517
"00000000000000000c38","ctb0033-RO2965",3467,3422,1996,23,-65.9741658897489,-9.57416708556102
"00000000000000000d92","ctb0033-RO3317",3405,3363,1996,23,-64.7508338112413,-9.6108342735235
"00000000000000000d94","ctb0033-RO3319",3832,3698,1996,23,-65.0027774798621,-9.57222291750172
"00000000000000000d9c","ctb0033-RO3327",3806,3783,1996,23,-65.0197220638652,-9.44583415724285
"00000000000000000da2","ctb0033-RO3333",4138,4183,1996,23,-65.0469448757965,-9.49500020545814
"00000000000000000da3","ctb0033-RO3334",0,0,1996,23,-65.1291662401209,-9.50722260144564
"00000000000000000db2","ctb0033-RO3349",5749,3907,1996,23,-64.8352758078904,-9.40416831699945
"00000000000000000e98","ctb0033-RO3588",3424,3342,1996,23,-62.8913886719544,-8.38138876747162
"00000000000000000f9f","ctb0033-RO3894",3421,3369,1996,23,-64.2719441945055,-9.12833278493434
"00000000000000000fa1","ctb0033-RO3896",3475,3393,1996,23,-64.2511112743837,-9.17749883314963
"00000000000000000c29","ctb0033-RO2950",3682,3533,1996,24,-65.7036099333311,-9.80777938975105
"00000000000000000c3a","ctb0033-RO2967",3683,3596,1996,24,-66.0049961144325,-9.60250021365461
"00000000000000000c52","ctb0033-RO2991",3503,3477,1996,24,-66.3205577777827,-9.59416615378572
"00000000000000000c56","ctb0033-RO2995",3967,3856,1996,24,-66.4197237261103,-9.84138763439087
"00000000000000000d95","ctb0033-RO3320",4507,4090,1996,24,-64.9441670556156,-9.59694417374202
"00000000000000000e9e","ctb0033-RO3594",4006,3898,1996,24,-62.9900016917513,-8.31555459951855
"00000000000000000f09","ctb0033-RO3711",3781,3696,1996,24,-63.7627772816167,-8.91583432423238
"00000000000000000f0d","ctb0033-RO3715",4034,3923,1996,24,-64.1341668901561,-8.73444255247925
"00000000000000000a6a","ctb0033-RO2390",3878,3807,1996,25,-63.6413871736387,-8.62583222812047
"00000000000000000c0a","ctb0033-RO2919",3861,3789,1996,25,-65.4013899003328,-9.6752772019479
"00000000000000000c23","ctb0033-RO2944",4053,4049,1996,25,-65.4497220966511,-9.668610845873
"00000000000000000c36","ctb0033-RO2963",3338,3245,1996,25,-65.9813896334555,-9.46499937357056
"00000000000000000d8b","ctb0033-RO3310",3744,3687,1996,25,-64.516111190889,-9.37555426553948
"00000000000000000d97","ctb0033-RO3322",3395,3310,1996,25,-64.866110491675,-9.57277584603234
"00000000000000000d98","ctb0033-RO3323",3521,3456,1996,25,-64.7808346431289,-9.51472280941753
"00000000000000000f03","ctb0033-RO3705",4088,3886,1996,25,-64.0588883461718,-8.88944536419808
"000000000000000008dd","ctb0033-RO1894",7376,4149,1996,26,-64.442776814964,-9.19888914090301
"00000000000000000a2d","ctb0033-RO2329",4250,4013,1996,26,-62.9072229397952,-8.32055771090051
"00000000000000000c40","ctb0033-RO2973",3930,3853,1996,26,-65.9002785852933,-9.7197210621476
"00000000000000000db0","ctb0033-RO3347",4947,4031,1996,26,-64.8486129791413,-9.36499957334598
"00000000000000000db6","ctb0033-RO3353",3917,3829,1996,26,-64.0272242695913,-8.89416755221369
"00000000000000000e9b","ctb0033-RO3591",NA,NA,1996,26,-62.9386105521104,-8.35750136312831
"00000000000000000f21","ctb0033-RO3735",4017,3926,1996,26,-63.8808319820067,-8.35277917511271
"00000000000000000c00","ctb0033-RO2909",3428,3244,1996,27,-64.6641667231665,-9.30833331715879
"00000000000000000c0b","ctb0033-RO2920",4097,3774,1996,27,-65.3261113563485,-9.7358317942537
"00000000000000000c1a","ctb0033-RO2935",3583,3518,1996,27,-65.1313868724456,-9.74499970601958
"00000000000000000c20","ctb0033-RO2941",3807,3786,1996,27,-65.5541676206259,-9.645833757692
"00000000000000000c2e","ctb0033-RO2955",4203,4028,1996,27,-65.6052778369005,-9.66250187742978
"00000000000000000c39","ctb0033-RO2966",3536,3463,1996,27,-65.9322235852402,-9.57444354982633
"00000000000000000c3b","ctb0033-RO2968",5484,4032,1996,27,-65.0891681036715,-9.67472427341728
"00000000000000000c43","ctb0033-RO2976",3855,3815,1996,27,-66.6380546909902,-9.87027815011615
"00000000000000000c50","ctb0033-RO2989",3850,3743,1996,27,-66.3119427945475,-9.7358317942537
"00000000000000000efe","ctb0033-RO3700",4042,3982,1996,27,-63.9622239535352,-8.94249974853198
"00000000000000000f04","ctb0033-RO3706",4317,4345,1996,27,-63.8952794694198,-8.89194246078801
"00000000000000000f16","ctb0033-RO3724",3857,3832,1996,27,-64.0608325142311,-9.13944486475953
"00000000000000000f1a","ctb0033-RO3728",3905,3697,1996,27,-63.5266678808367,-8.01472134694782
"00000000000000000a69","ctb0033-RO2389",3966,3912,1996,28,-63.69722403703,-8.64472098018287
"00000000000000000c13","ctb0033-RO2928",5901,4417,1996,28,-65.2513901999959,-9.71000022185109
"00000000000000000c28","ctb0033-RO2949",3972,3925,1996,28,-65.6480539933062,-9.79138773427858
"00000000000000000ea3","ctb0033-RO3599",4101,3898,1996,28,-63.0883337881819,-8.17138740335959
"00000000000000000eff","ctb0033-RO3701",3660,3589,1996,28,-63.9163888538068,-8.94555423275359
"00000000000000000f19","ctb0033-RO3727",4059,3970,1996,28,-63.4327770490554,-8.01833321880111
"00000000000000000fa2","ctb0033-RO3897",3469,3401,1996,28,-64.3386122143555,-9.28499884134611
"00000000000000000a62","ctb0033-RO2382",3747,3664,1996,29,-63.7558344612765,-8.70083430783943
"00000000000000000a65","ctb0033-RO2385",3921,3865,1996,29,-63.8288879138351,-8.67333503164283
"00000000000000000c07","ctb0033-RO2916",3215,3177,1996,29,-64.8499997595689,-9.6447234415297
"00000000000000000c16","ctb0033-RO2931",3819,3506,1996,29,-65.2436090686576,-9.80611168595706
"00000000000000000c35","ctb0033-RO2962",3814,3769,1996,29,-65.9852779695741,-9.41305530539897
"00000000000000000c45","ctb0033-RO2978",4024,3919,1996,29,-66.5947211469528,-9.80527783406007
"00000000000000000e9d","ctb0033-RO3593",3466,3405,1996,29,-62.9647230478794,-8.37472241139672
"00000000000000000f1d","ctb0033-RO3731",4400,4312,1996,29,-63.6074980056325,-8.0844438510195
"00000000000000000c1f","ctb0033-RO2940",3436,3369,1996,30,-65.5555544010535,-9.7452761702849
"00000000000000000c54","ctb0033-RO2993",3792,3670,1996,30,-66.4038894582695,-9.7452761702849
"00000000000000000f0c","ctb0033-RO3714",4009,3921,1996,30,-64.0075016656319,-8.76027858398291
"00000000000000000a6f","ctb0033-RO2395",4277,4297,1996,31,-63.9172227057038,-8.80277827612331
"00000000000000000c1d","ctb0033-RO2938",4135,4081,1996,31,-64.5619462906174,-9.43194405746137
"00000000000000000c4f","ctb0033-RO2988",3349,3255,1996,31,-66.4769429108281,-9.60916656972952
"00000000000000000c51","ctb0033-RO2990",3871,3750,1996,31,-66.321668093945,-9.66694314207901
"00000000000000000c57","ctb0033-RO2996",3295,3224,1996,31,-66.3536130938919,-9.83722283400695
"00000000000000000dac","ctb0033-RO3343",3497,3441,1996,31,-64.8733342353816,-9.36750112903696
"00000000000000000e9f","ctb0033-RO3595",3452,3373,1996,31,-63.0147229479917,-8.32333127175576
"00000000000000000f18","ctb0033-RO3726",5238,4411,1996,31,-63.3880567245904,-7.9783350823517
"000000000000000008dc","ctb0033-RO1893",3357,3280,1996,32,-64.4441680544927,-9.19972299280001
"00000000000000000a60","ctb0033-RO2380",4838,4440,1996,32,-63.856668113398,-8.64416805165224
"00000000000000000a70","ctb0033-RO2396",3625,3552,1996,32,-63.9622239535352,-8.8386116121888
"00000000000000000c37","ctb0033-RO2964",3538,3511,1996,32,-65.9800028530279,-9.50805645334263
"00000000000000000f24","ctb0033-RO3738",4039,3953,1996,32,-63.9702770900377,-8.49444481558069
"00000000000000000a2f","ctb0033-RO2331",3637,3354,1996,33,-62.8686115837734,-8.25833541480073
"00000000000000000a72","ctb0033-RO2398",4146,3513,1996,33,-64.0144444859721,-8.92889057211687
"00000000000000000c42","ctb0033-RO2975",4141,4047,1996,33,-66.6947209471774,-9.79111127001327
"00000000000000000c4a","ctb0033-RO2983",3642,3608,1996,33,-66.6138908223815,-9.73472147809139
"00000000000000000c4b","ctb0033-RO2984",4039,3929,1996,33,-66.5572201070933,-9.83666544637527
"00000000000000000d9d","ctb0033-RO3328",3946,3925,1996,33,-65.0138895596873,-9.43972072969857
"00000000000000000c19","ctb0033-RO2934",4070,3985,1996,34,-65.1011095762927,-9.7661090904066
"00000000000000000c1c","ctb0033-RO2937",3932,3814,1996,34,-64.6319452589543,-9.44194582112424
"00000000000000000c41","ctb0033-RO2974",3900,3806,1996,34,-65.9155554655024,-9.6894437659947
"00000000000000000f23","ctb0033-RO3737",4093,3953,1996,34,-63.9433352014728,-8.403612927122
"00000000000000000a39","ctb0033-RO2341",NA,NA,1996,35,-63.0061124238574,-8.28305667104103
"00000000000000000d81","ctb0033-RO3300",3766,3608,1996,35,-66.2388893419889,-9.69972199392289
"00000000000000000dab","ctb0033-RO3342",3447,3293,1996,35,-64.8758313319715,-9.35333456499016
"00000000000000000f30","ctb0033-RO3750",3498,3457,1996,35,-63.8230554096572,-9.12305766838811
"00000000000000000a6b","ctb0033-RO2391",4038,3994,1996,36,-63.5999977976606,-8.65944493186134
"00000000000000000c48","ctb0033-RO2981",3387,3246,1996,36,-66.648056454653,-9.74361292559196
"00000000000000000d84","ctb0033-RO3303",3866,3743,1996,36,-66.0852777697987,-9.70916636995409
"00000000000000000f2e","ctb0033-RO3748",3432,3288,1996,36,-64.0524984543622,-9.01694444061926
"00000000000000000fa0","ctb0033-RO3895",3821,3742,1996,36,-64.3194425389268,-9.14527736893743
"00000000000000000a67","ctb0033-RO2387",3487,3416,1996,37,-63.7280542617135,-8.61166566407367
"00000000000000000a71","ctb0033-RO2397",4334,4254,1996,37,-63.9766669818473,-8.90472224440719
"00000000000000000c06","ctb0033-RO2915",3379,3336,1996,37,-64.8341654917281,-9.63694231019143
"00000000000000000c0c","ctb0033-RO2921",5069,4034,1996,38,-65.2997223963142,-9.76972096225989
"00000000000000000c3d","ctb0033-RO2970",3715,3672,1996,38,-65.7733324374028,-9.68110970612581
"00000000000000000c3f","ctb0033-RO2972",3426,3376,1996,38,-65.8172233690719,-9.67055501393231
"00000000000000000c47","ctb0033-RO2980",4078,3919,1996,38,-66.7347235427278,-9.83166679409436
"00000000000000000c5a","ctb0033-RO2999",4485,4015,1996,38,-66.2355539344009,-9.64888824191361
"00000000000000000f0f","ctb0033-RO3717",3307,3120,1996,38,-64.1099985624464,-8.82083317628871
"000000000000000008e2","ctb0033-RO1899",3826,3684,1996,39,-64.6066666150824,-9.24138883304341
"00000000000000000c4d","ctb0033-RO2986",3563,3448,1996,39,-66.4916668625066,-9.77666824170116
"00000000000000000d9a","ctb0033-RO3325",3596,3514,1996,39,-65.0341650921773,-9.39000175295265
"00000000000000000da0","ctb0033-RO3331",3806,3733,1996,39,-65.076111855787,-9.44638708577348
"00000000000000000da9","ctb0033-RO3340",3749,3644,1996,39,-64.8730577711163,-9.37638811743648
"00000000000000000e9a","ctb0033-RO3590",4519,4288,1996,39,-62.9319441960355,-8.38833158781184
"00000000000000000f1b","ctb0033-RO3729",4337,4304,1996,39,-63.5250001770427,-8.04194415887911
"00000000000000000a68","ctb0033-RO2388",4026,4007,1996,40,-63.721668829005,-8.65888754422967
"00000000000000000bfa","ctb0033-RO2903",3506,3442,1996,40,-64.6494427714881,-9.37833228549578
"00000000000000000e94","ctb0033-RO3584",3509,3410,1996,40,-62.9255543042259,-8.11889040665737
"00000000000000000f1c","ctb0033-RO3730",4176,4031,1996,40,-63.5436124648398,-8.07416562309131
"00000000000000000a29","ctb0033-RO2325",4105,3854,1996,41,-62.8786088883352,-8.18138916702247
"00000000000000000a66","ctb0033-RO2386",4144,3901,1996,41,-63.7724981219132,-8.65555659574274
"00000000000000000f2f","ctb0033-RO3749",3596,3526,1996,41,-63.8349968822783,-9.04527756871286
"00000000000000000c18","ctb0033-RO2933",3925,3854,1996,42,-65.2741672881769,-9.91333522988822
"00000000000000000c1b","ctb0033-RO2936",3380,3319,1996,42,-64.7605546515378,-9.50305334196066
"00000000000000000c25","ctb0033-RO2946",NA,NA,1996,42,-65.5605575124355,-9.81055740970735
"00000000000000000c3e","ctb0033-RO2971",3980,3855,1996,42,-65.7772207735214,-9.69999845818821
"00000000000000000d82","ctb0033-RO3301",4038,3928,1996,42,-66.2441644585351,-9.74361292559196
"00000000000000000e97","ctb0033-RO3587",3434,3334,1996,42,-62.9383340878451,-8.21860928351558
"00000000000000000a28","ctb0033-RO2324",3909,3726,1996,43,-62.8641658600231,-8.18222301891946
"00000000000000000dae","ctb0033-RO3345",3594,3429,1996,43,-64.868612047366,-9.37194239368619
"00000000000000000daf","ctb0033-RO3346",3984,3610,1996,43,-64.8638898593504,-9.36888790946458
"00000000000000000f11","ctb0033-RO3719",4122,4049,1996,43,-64.1711105423839,-8.96277974012306
"00000000000000000dad","ctb0033-RO3344",4229,4029,1996,44,-64.8766651838685,-9.37638811743648
"00000000000000000f02","ctb0033-RO3704",3846,3746,1996,44,-63.9466661499597,-9.04138923259425
"00000000000000000c15","ctb0033-RO2930",3963,3774,1996,45,-65.2352794678898,-9.76694294230359
"00000000000000000c34","ctb0033-RO2961",3484,3440,1996,45,-65.6855550331657,-9.63861001398542
"00000000000000000c4c","ctb0033-RO2985",3751,3657,1996,45,-66.5394461302943,-9.79444221850019
"00000000000000000da5","ctb0033-RO3336",3365,3296,1996,45,-65.1111113399555,-9.46944509732085
"00000000000000000a5e","ctb0033-RO2378",4197,4032,1996,46,-63.9147211500128,-8.68277940767403
"00000000000000000c2f","ctb0033-RO2956",3627,3511,1996,46,-65.6475010647756,-9.68777606220072
"00000000000000000c30","ctb0033-RO2957",3331,3239,1996,46,-65.7005554491095,-9.53555572953923
"00000000000000000c3c","ctb0033-RO2969",4066,3767,1996,46,-64.9930566395656,-9.64777792575131
"00000000000000000da6","ctb0033-RO3337",3834,3734,1996,46,-65.0286090522647,-9.56416532189814
"00000000000000000f22","ctb0033-RO3736",4167,4080,1996,46,-63.9338908254416,-8.35694397549663
"00000000000000000f29","ctb0033-RO3743",4128,4081,1996,46,-63.9516648022406,-8.72083337606414
"00000000000000000bf7","ctb0033-RO2900",3753,3584,1996,47,-64.5950016067266,-9.28000018906519
"00000000000000000c05","ctb0033-RO2914",3296,3236,1996,47,-64.7116650675879,-9.40777572975169
"00000000000000000e96","ctb0033-RO3586",4346,4009,1996,47,-62.9133319082384,-8.21889020688194
"00000000000000000e9c","ctb0033-RO3592",3606,3534,1996,47,-62.9511094123632,-8.34749959946543
"00000000000000000f01","ctb0033-RO3703",3885,3850,1996,47,-63.8755568654604,-9.02944330087207
"00000000000000000f26","ctb0033-RO3740",4449,4431,1996,47,-63.9466661499597,-8.61805555588326
"00000000000000000c17","ctb0033-RO2932",4248,4158,1996,48,-65.2491651085702,-9.82444305038778
"00000000000000000d8e","ctb0033-RO3313",3772,3703,1996,48,-64.5541651592791,-9.34666820891526
"00000000000000000f2d","ctb0033-RO3747",3425,3312,1996,48,-64.0866685457348,-9.04166569685957
"00000000000000000a2a","ctb0033-RO2326",3507,3449,1996,49,-62.8913886719544,-8.21027968274774
"00000000000000000c22","ctb0033-RO2943",3435,3398,1996,49,-65.5352788685635,-9.69916460629121
"00000000000000000755","ctb0033-RO1470",4106,4102,1996,50,-64.1480569899376,-9.55833281772023
"00000000000000000d86","ctb0033-RO3305",3641,3589,1996,51,-64.4988901426206,-9.29500060500899
"00000000000000000e93","ctb0033-RO3583",3830,3661,1996,52,-62.9455533724506,-8.11972425855436
"00000000000000000c32","ctb0033-RO2959",3645,3395,1996,53,-65.6541674208505,-9.56305500573583
"00000000000000000f17","ctb0033-RO3725",5253,4415,1996,53,-63.3827771489431,-7.97972186277932
"00000000000000000c12","ctb0033-RO2927",4519,3910,1996,54,-65.2541682199522,-9.69111146978869
"00000000000000000f07","ctb0033-RO3709",4048,4055,1996,54,-63.8497208339568,-8.84249994830741
"00000000000000000a36","ctb0033-RO2338",3884,3796,1996,55,-63.0119449280353,-8.37610919182434
"00000000000000000e92","ctb0033-RO3582",3566,3406,1996,55,-62.9211130395767,-8.16388719538769
"00000000000000000ea2","ctb0033-RO3598",4237,4093,1996,55,-62.9655568997764,-8.16777999060735
"00000000000000000c14","ctb0033-RO2929",4698,4159,1996,56,-65.2586094846014,-9.72389032163257
"00000000000000000db4","ctb0033-RO3351",3481,3407,1996,57,-63.9652784377568,-8.8177786920671
"00000000000000000c33","ctb0033-RO2960",3812,3704,1996,58,-65.6755577286039,-9.60860918209784
"00000000000000000c46","ctb0033-RO2979",4026,3892,1996,58,-66.740832511171,-9.79750116182286
"00000000000000000db5","ctb0033-RO3352",3518,3427,1996,58,-63.9538898936663,-8.87222431592968
"000000000000000008e1","ctb0033-RO1898",3907,3847,1996,60,-64.5325028463615,-9.24166529730872
"00000000000000000ea1","ctb0033-RO3597",4393,4091,1996,60,-62.9444430562883,-8.10500030687589
"00000000000000000c24","ctb0033-RO2945",3694,3596,1996,61,-65.4944424211161,-9.65860908221012
"00000000000000000e91","ctb0033-RO3581",3427,3246,1996,63,-62.8911122076891,-8.16500197065105
"00000000000000000d89","ctb0033-RO3308",3717,3594,1996,65,-64.5183318232136,-9.45777562986398
"00000000000000000f13","ctb0033-RO3721",3438,3383,1996,67,-64.0419437621687,-9.21361309258149
"00000000000000000a63","ctb0033-RO2383",4277,4258,1996,68,-63.7797218656198,-8.71527733615154
"00000000000000000f0e","ctb0033-RO3716",3271,3121,1996,70,-64.0894465656911,-8.7600021197176
"000000000000000006d0","ctb0033-RO1153",3383,3288,1996,71,-63.6580552933765,-9.71361209370438
"00000000000000000db7","ctb0033-RO3354",4103,3904,1996,73,-64.0619428303934,-8.86360933269442
"00000000000000000bfe","ctb0033-RO2907",3961,3821,1996,74,-64.6180551591729,-9.44333260155186
"00000000000000000e95","ctb0033-RO3585",3690,3505,1996,76,-62.9130554439731,-8.16694613871035
"00000000000000000f05","ctb0033-RO3707",3581,3464,1996,78,-63.9058341616133,-8.86389025606079
"00000000000000000a27","ctb0033-RO2323",3685,3503,1996,81,-62.8905548200574,-8.12194489087898
"00000000000000000f14","ctb0033-RO3722",4450,4395,1996,81,-64.0419437621687,-9.23527986460019
