system:index,id,mean_prediction,median_prediction,sampling_year,soc_stock_tha,.geo
2323,ctb0754-31,3925,3777,1985,33,"{""type"":""Point"",""coordinates"":[-62.30000039474114,-13.016668903539145]}"
2322,ctb0754-25,3524,3252,1985,34,"{""type"":""Point"",""coordinates"":[-62.083328215453136,-12.600001582903058]}"
0000000000000000226d,ctb0751-126,3557,3374,1985,35,"{""type"":""Point"",""coordinates"":[-65.31670265312572,-10.400001518861304]}"
0000000000000000226a,ctb0751-101,3691,3591,1985,36,"{""type"":""Point"",""coordinates"":[-62.25000049462884,-9.349999157402186]}"
2271,ctb0751-151,4143,3903,1985,37,"{""type"":""Point"",""coordinates"":[-62.56666801504036,-10.149997559198805]}"
2292,ctb0751-95,4110,4049,1985,37,"{""type"":""Point"",""coordinates"":[-62.58332721657603,-9.216667576803104]}"
2328,ctb0754-41,4258,4132,1985,38,"{""type"":""Point"",""coordinates"":[-61.466670212570016,-12.466670002303971]}"
2278,ctb0751-184,4004,3923,1985,39,"{""type"":""Point"",""coordinates"":[-64.73333183960655,-11.150000020545635]}"
0000000000000000228b,ctb0751-65,5394,4290,1985,39,"{""type"":""Point"",""coordinates"":[-63.19999859676233,-9.16669889039819]}"
0000000000000000232d,ctb0754-50,5137,4547,1985,39,"{""type"":""Point"",""coordinates"":[-61.0666710116717,-12.800001183352212]}"
0000000000000000232f,ctb0754-58,6312,5316,1985,40,"{""type"":""Point"",""coordinates"":[-61.099998332945155,-13.483331665186471]}"
000000000000000021de,ctb0713-85,4227,3925,1985,41,"{""type"":""Point"",""coordinates"":[-66.48329712982928,-9.783298924967632]}"
2272,ctb0751-154,3648,3582,1985,41,"{""type"":""Point"",""coordinates"":[-62.84999929597632,-10.26666993826222]}"
0000000000000000228e,ctb0751-83,7690,5430,1985,41,"{""type"":""Point"",""coordinates"":[-62.05000089417969,-9.066667876466237]}"
2320,ctb0754-23,4813,4190,1985,42,"{""type"":""Point"",""coordinates"":[-62.73333137601395,-12.550001682790768]}"
000000000000000021dd,ctb0713-84,3906,3758,1985,44,"{""type"":""Point"",""coordinates"":[-66.76669975638208,-9.76669769174565]}"
2281,ctb0751-211,4907,4423,1985,46,"{""type"":""Point"",""coordinates"":[-61.066697766278025,-11.76669815533825]}"
0000000000000000227e,ctb0751-204,4770,4622,1985,48,"{""type"":""Point"",""coordinates"":[-60.383331611635334,-11.299999720882498]}"
0000000000000000231f,ctb0754-22,4161,3938,1985,48,"{""type"":""Point"",""coordinates"":[-62.41667277380455,-12.466670002303971]}"
0000000000000000227f,ctb0751-209,4603,4571,1985,49,"{""type"":""Point"",""coordinates"":[-60.74999903215913,-11.583331001818449]}"
2283,ctb0751-215,3773,3479,1985,49,"{""type"":""Point"",""coordinates"":[-60.949998632608285,-11.94999842234225]}"
2284,ctb0751-23,5624,4547,1985,49,"{""type"":""Point"",""coordinates"":[-63.5166705762749,-8.483332735755498]}"
2327,ctb0754-4,4931,4640,1985,49,"{""type"":""Point"",""coordinates"":[-64.31667343717257,-12.41667010219168]}"
2340,ctb0754-9,3393,3319,1985,50,"{""type"":""Point"",""coordinates"":[-64.6833274803932,-10.45000141897359]}"
2335,ctb0754-7,4255,4014,1985,52,"{""type"":""Point"",""coordinates"":[-63.71667017672405,-12.199997922903695]}"
0000000000000000233d,ctb0754-86,4962,4709,1985,54,"{""type"":""Point"",""coordinates"":[-60.78333081253364,-13.466668004549744]}"
0000000000000000226b,ctb0751-11,3897,3793,1985,55,"{""type"":""Point"",""coordinates"":[-63.566701690094554,-8.666699889275302]}"
0000000000000000232c,ctb0754-49,6113,5182,1985,55,"{""type"":""Point"",""coordinates"":[-61.23332991354424,-12.800001183352212]}"
2334,ctb0754-69,6042,5143,1985,59,"{""type"":""Point"",""coordinates"":[-60.599999331822275,-13.116668703763724]}"
2333,ctb0754-66,5625,4806,1985,60,"{""type"":""Point"",""coordinates"":[-60.1333321110739,-12.733328704401087]}"
0000000000000000232b,ctb0754-47,5185,5073,1985,62,"{""type"":""Point"",""coordinates"":[-61.3833296138811,-12.650001483015345]}"
0000000000000000226f,ctb0751-147,4288,4240,1985,63,"{""type"":""Point"",""coordinates"":[-63.7999973981098,-10.683328340696201]}"
2331,ctb0754-60,5583,4661,1985,68,"{""type"":""Point"",""coordinates"":[-60.949998632608285,-12.966669003426857]}"
0000000000000000228a,ctb0751-61,9583,6404,1985,71,"{""type"":""Point"",""coordinates"":[-65.26667153930605,-9.749998358300497]}"
0000000000000000231d,ctb0754-13,4154,3981,1985,71,"{""type"":""Point"",""coordinates"":[-62.79999939586402,-12.199997922903695]}"
2329,ctb0754-42,4910,4818,1985,72,"{""type"":""Point"",""coordinates"":[-61.36667041234543,-12.433329303727358]}"
2330,ctb0754-6,5689,4674,1985,84,"{""type"":""Point"",""coordinates"":[-63.86666987706091,-12.183329803165911]}"
0000000000000000231a,ctb0754-10,7347,5181,1985,89,"{""type"":""Point"",""coordinates"":[-63.33333017736141,-12.300002182229324]}"
2336,ctb0754-71,6396,5465,1985,89,"{""type"":""Point"",""coordinates"":[-60.44999963148539,-13.100000584025944]}"
2326,ctb0754-34,5181,5152,1985,91,"{""type"":""Point"",""coordinates"":[-61.68332901455484,-12.583329004064222]}"
2285,ctb0751-24,4741,4126,1985,101,"{""type"":""Point"",""coordinates"":[-63.98332887882117,-8.766668475792505]}"
0000000000000000231e,ctb0754-15,5324,5280,1985,106,"{""type"":""Point"",""coordinates"":[-62.31666851447891,-12.03333010282905]}"
0000000000000000232a,ctb0754-44,5665,5149,1985,123,"{""type"":""Point"",""coordinates"":[-61.41667031245771,-12.550001682790768]}"
2270,ctb0751-148,6209,5179,1985,128,"{""type"":""Point"",""coordinates"":[-63.53332977781058,-10.800000719759614]}"
2321,ctb0754-24,0,0,1985,137,"{""type"":""Point"",""coordinates"":[-62.58332721657603,-12.6833288042888]}"
2332,ctb0754-61,6284,5346,1985,190,"{""type"":""Point"",""coordinates"":[-60.93333051287051,-12.950000883689077]}"
1.00E+68,ctb0669-PERFIL-EXTRA-5,3709,3632,1985,14,"{""type"":""Point"",""coordinates"":[-62.23332791579002,-9.699998458188208]}"
1.00E+69,ctb0669-PERFIL-EXTRA-6,3300,3224,1985,14,"{""type"":""Point"",""coordinates"":[-62.25000049462884,-9.649998558075922]}"
1.00E+65,ctb0669-PERFIL-EXTRA-2,3247,3192,1985,15,"{""type"":""Point"",""coordinates"":[-62.09999633519092,-9.533330638113561]}"
1.00E+67,ctb0669-PERFIL-EXTRA-4,3440,3360,1985,19,"{""type"":""Point"",""coordinates"":[-62.066669013917476,-9.549998757851341]}"
00000000000000001e6b,ctb0669-PERFIL-EXTRA-8,3460,3413,1985,19,"{""type"":""Point"",""coordinates"":[-62.23332791579002,-9.683334797551483]}"
00000000000000001e5f,ctb0669-PERFIL-EXTRA-1,3691,3608,1985,22,"{""type"":""Point"",""coordinates"":[-62.25000049462884,-9.466667077364546]}"
1.00E+60,ctb0669-PERFIL-EXTRA-10,3844,3786,1985,32,"{""type"":""Point"",""coordinates"":[-62.25000049462884,-9.416667177252258]}"
1.00E+73,ctb0669-Perfil-15,3422,3310,1985,32,"{""type"":""Point"",""coordinates"":[-62.18333247477877,-9.599998657963631]}"
1.00E+64,ctb0669-PERFIL-EXTRA-15,5712,3897,1985,33,"{""type"":""Point"",""coordinates"":[-62.35000029485342,-9.399999057514476]}"
1.00E+75,ctb0669-Perfil-17,3818,3696,1985,35,"{""type"":""Point"",""coordinates"":[-62.96667167503972,-9.416667177252258]}"
00000000000000001e7a,ctb0669-Perfil-21,3136,3113,1985,35,"{""type"":""Point"",""coordinates"":[-61.98332841522857,-9.499998857739055]}"
00000000000000001e6e,ctb0669-Perfil-10,3401,3303,1985,37,"{""type"":""Point"",""coordinates"":[-62.23332791579002,-9.449998957626766]}"
1.00E+76,ctb0669-Perfil-18,3320,3255,1985,38,"{""type"":""Point"",""coordinates"":[-62.31666851447891,-9.416667177252256]}"
00000000000000001e7c,ctb0669-Perfil-4,3460,3431,1985,38,"{""type"":""Point"",""coordinates"":[-62.05000089417969,-9.499998857739055]}"
1.00E+70,ctb0669-Perfil-12,3949,3776,1985,39,"{""type"":""Point"",""coordinates"":[-62.09999633519092,-9.383335396877749]}"
1.00E+74,ctb0669-Perfil-16,3532,3476,1985,39,"{""type"":""Point"",""coordinates"":[-62.23332791579002,-9.633334897439193]}"
00000000000000001e6f,ctb0669-Perfil-11,3667,3551,1985,40,"{""type"":""Point"",""coordinates"":[-62.23332791579002,-9.533330638113561]}"
1.00E+80,ctb0669-Perfil-8,3817,3397,1985,40,"{""type"":""Point"",""coordinates"":[-62.25000049462884,-9.633334897439193]}"
00000000000000001e6c,ctb0669-PERFIL-EXTRA-9,4161,4107,1985,41,"{""type"":""Point"",""coordinates"":[-62.09999633519092,-9.583334997326903]}"
1.00E+71,ctb0669-Perfil-13,3422,3319,1985,41,"{""type"":""Point"",""coordinates"":[-62.066669013917476,-9.383335396877749]}"
00000000000000001e7e,ctb0669-Perfil-6,3714,3567,1985,43,"{""type"":""Point"",""coordinates"":[-62.000000994067406,-9.38333539687775]}"
1.00E+66,ctb0669-PERFIL-EXTRA-3,3469,3307,1985,44,"{""type"":""Point"",""coordinates"":[-62.066669013917476,-9.53333063811356]}"
1.00E+72,ctb0669-Perfil-14,3484,3448,1985,44,"{""type"":""Point"",""coordinates"":[-62.01666911380518,-9.383335396877749]}"
1.00E+79,ctb0669-Perfil-20,4110,3871,1985,44,"{""type"":""Point"",""coordinates"":[-62.066669013917476,-9.566666877589123]}"
00000000000000001e7d,ctb0669-Perfil-5,4211,3510,1985,44,"{""type"":""Point"",""coordinates"":[-62.03332831534085,-9.449998957626766]}"
00000000000000001e6d,ctb0669-Perfil-1,3533,3496,1985,45,"{""type"":""Point"",""coordinates"":[-62.25000049462884,-9.399999057514476]}"
00000000000000001e7f,ctb0669-Perfil-7,3811,3580,1985,45,"{""type"":""Point"",""coordinates"":[-62.083328215453136,-9.533330638113561]}"
1.00E+77,ctb0669-Perfil-19,3826,3762,1985,49,"{""type"":""Point"",""coordinates"":[-62.15000069440427,-9.599998657963631]}"
1.00E+78,ctb0669-Perfil-2,3449,3309,1985,49,"{""type"":""Point"",""coordinates"":[-62.31666851447891,-9.399999057514476]}"
00000000000000001e6a,ctb0669-PERFIL-EXTRA-7,3598,3476,1985,57,"{""type"":""Point"",""coordinates"":[-62.21667317335539,-9.483330738001275]}"
00000000000000001e7b,ctb0669-Perfil-3,3797,3694,1985,69,"{""type"":""Point"",""coordinates"":[-61.98332841522857,-9.416667177252258]}"
1.00E+63,ctb0669-PERFIL-EXTRA-14,8072,5825,1985,81,"{""type"":""Point"",""coordinates"":[-62.066669013917476,-9.416667177252258]}"
1.00E+62,ctb0669-PERFIL-EXTRA-12,7502,5829,1985,166,"{""type"":""Point"",""coordinates"":[-62.083328215453136,-9.416667177252258]}"
1.00E+61,ctb0669-PERFIL-EXTRA-11,11483,9277,1985,342,"{""type"":""Point"",""coordinates"":[-62.05000089417969,-9.533330638113561]}"
00000000000000000d9b,ctb0033-RO3326,0,0,1996,2,"{""type"":""Point"",""coordinates"":[-65.01666757964355,-9.437500097373956]}"
000000000000000008ee,ctb0033-RO2012,3982,3572,1996,3,"{""type"":""Point"",""coordinates"":[-64.8469452753473,-10.700000919535034]}"
00000000000000000b47,ctb0033-RO2612,0,0,1996,3,"{""type"":""Point"",""coordinates"":[-61.308612916629556,-12.256945102457253]}"
693,ctb0033-RO1066,3939,3744,1996,4,"{""type"":""Point"",""coordinates"":[-64.046389485919,-12.358055218844136]}"
00000000000000000d5f,ctb0033-RO3266,3454,3373,1996,4,"{""type"":""Point"",""coordinates"":[-62.07249705899432,-8.856942976619518]}"
780,ctb0033-RO1541,3279,3281,1996,5,"{""type"":""Point"",""coordinates"":[-60.914165296542805,-12.42333199916553]}"
9.00E+02,ctb0033-RO2254D,4748,4655,1996,5,"{""type"":""Point"",""coordinates"":[-61.84835142634076,-12.035925299642152]}"
00000000000000000a2b,ctb0033-RO2327,3160,3086,1996,5,"{""type"":""Point"",""coordinates"":[-62.891112207689076,-8.220276987309566]}"
000000000000000006b5,ctb0033-RO1103,3342,3153,1996,6,"{""type"":""Point"",""coordinates"":[-63.09694431231614,-11.97472413768361]}"
000000000000000006d4,ctb0033-RO1178,3348,3336,1996,6,"{""type"":""Point"",""coordinates"":[-63.65277571772923,-10.343335262674113]}"
764,ctb0033-RO1512,3535,3464,1996,6,"{""type"":""Point"",""coordinates"":[-60.44472005583812,-12.977500159885679]}"
000000000000000008fd,ctb0033-RO2027,3457,3347,1996,6,"{""type"":""Point"",""coordinates"":[-65.18111030829253,-10.903888856102794]}"
00000000000000000b74,ctb0033-RO2657,5385,4665,1996,6,"{""type"":""Point"",""coordinates"":[-61.397500637028955,-13.520279776515325]}"
00000000000000000b7a,ctb0033-RO2663,5018,4663,1996,6,"{""type"":""Point"",""coordinates"":[-61.877224105661824,-13.500276249189563]}"
00000000000000000d3e,ctb0033-RO3233,3472,3280,1996,6,"{""type"":""Point"",""coordinates"":[-62.093610902482396,-8.922500680307278]}"
00000000000000000de0,ctb0033-RO3395,3283,3216,1996,6,"{""type"":""Point"",""coordinates"":[-61.82027692610827,-11.860276850045867]}"
00000000000000000e4a,ctb0033-RO3501,3117,3080,1996,6,"{""type"":""Point"",""coordinates"":[-62.10666715036689,-10.782779671491204]}"
0000000000000000067a,ctb0033-RO1041,3249,3169,1996,7,"{""type"":""Point"",""coordinates"":[-63.44805392926446,-12.14249781481951]}"
692,ctb0033-RO1065,3300,3208,1996,7,"{""type"":""Point"",""coordinates"":[-64.0561103262155,-12.298334478435336]}"
781,ctb0033-RO1542,3287,3279,1996,7,"{""type"":""Point"",""coordinates"":[-60.91388883227748,-12.423889386797212]}"
889,ctb0033-RO1809,4157,4183,1996,7,"{""type"":""Point"",""coordinates"":[-60.70194330010615,-13.028057447629646]}"
991,ctb0033-RO2174,5724,3634,1996,7,"{""type"":""Point"",""coordinates"":[-65.17416748795232,-11.044720644673776]}"
000000000000000009a5,ctb0033-RO2194,3829,3698,1996,7,"{""type"":""Point"",""coordinates"":[-64.91027788760938,-10.832779571603492]}"
0.00E+00,ctb0033-RO3497,3084,3062,1996,7,"{""type"":""Point"",""coordinates"":[-62.24388706708457,-10.90639041179378]}"
0000000000000000067e,ctb0033-RO1045,3360,3180,1996,8,"{""type"":""Point"",""coordinates"":[-63.71916727331398,-12.18527843032627]}"
690,ctb0033-RO1063,3239,3159,1996,8,"{""type"":""Point"",""coordinates"":[-63.64444611696138,-12.031943322401425]}"
000000000000000006c2,ctb0033-RO1121,3275,3207,1996,8,"{""type"":""Point"",""coordinates"":[-63.10361066839104,-11.817777157905475]}"
762,ctb0033-RO1510,4016,3980,1996,8,"{""type"":""Point"",""coordinates"":[-60.21749764345768,-12.888331516119923]}"
0000000000000000091c,ctb0033-RO2058,3461,3405,1996,8,"{""type"":""Point"",""coordinates"":[-65.11944539982443,-10.343054339307745]}"
00000000000000000ae4,ctb0033-RO2512,4529,4311,1996,8,"{""type"":""Point"",""coordinates"":[-61.030833216505144,-12.929167963567375]}"
00000000000000000b73,ctb0033-RO2656,4875,4638,1996,8,"{""type"":""Point"",""coordinates"":[-61.306905080926086,-13.485739579755332]}"
00000000000000000bfc,ctb0033-RO2905,3491,3199,1996,8,"{""type"":""Point"",""coordinates"":[-64.65861068325395,-9.361387701492689]}"
00000000000000000d91,ctb0033-RO3316,3160,3151,1996,8,"{""type"":""Point"",""coordinates"":[-64.76777839524442,-9.575277401723328]}"
0.00E+00,ctb0033-RO3492,3570,3527,1996,8,"{""type"":""Point"",""coordinates"":[-62.33861175076293,-10.74083290788144]}"
696,ctb0033-RO1069,3453,3245,1996,9,"{""type"":""Point"",""coordinates"":[-63.78805592548866,-12.403890318572508]}"
0000000000000000069e,ctb0033-RO1077,4003,3293,1996,9,"{""type"":""Point"",""coordinates"":[-63.85916520998797,-12.219444062597772]}"
000000000000000006c4,ctb0033-RO1123,3312,3206,1996,9,"{""type"":""Point"",""coordinates"":[-62.994166492135264,-11.680833705453097]}"
000000000000000006c7,ctb0033-RO1127,3291,3182,1996,9,"{""type"":""Point"",""coordinates"":[-62.883888463982494,-11.805554761917978]}"
6.00E+05,ctb0033-RO1215,3726,3419,1996,9,"{""type"":""Point"",""coordinates"":[-63.156388588459635,-11.806388613814972]}"
700,ctb0033-RO1243,3593,3391,1996,9,"{""type"":""Point"",""coordinates"":[-63.333334636462475,-12.311109802953458]}"
0000000000000000077b,ctb0033-RO1536,3303,3280,1996,9,"{""type"":""Point"",""coordinates"":[-60.907779863834264,-12.614721075480482]}"
000000000000000007d1,ctb0033-RO1622,3721,3656,1996,9,"{""type"":""Point"",""coordinates"":[-60.81694351627451,-12.898333279782799]}"
0000000000000000081a,ctb0033-RO1697,3913,3759,1996,9,"{""type"":""Point"",""coordinates"":[-61.360556984801164,-12.583609927430588]}"
848,ctb0033-RO1744,4137,4180,1996,9,"{""type"":""Point"",""coordinates"":[-60.531110679647576,-13.074164552522276]}"
911,ctb0033-RO2047,3429,3311,1996,9,"{""type"":""Point"",""coordinates"":[-65.20250061604591,-10.845278431856304]}"
00000000000000000aee,ctb0033-RO2522,3741,3662,1996,9,"{""type"":""Point"",""coordinates"":[-61.033334772196135,-12.855557123377091]}"
00000000000000000ba2,ctb0033-RO2791,3155,3086,1996,9,"{""type"":""Point"",""coordinates"":[-62.896944711866986,-10.96500083604027]}"
00000000000000000d37,ctb0033-RO3226,3686,3405,1996,9,"{""type"":""Point"",""coordinates"":[-61.849443906098855,-9.440835504961933]}"
00000000000000000d87,ctb0033-RO3306,3218,3176,1996,9,"{""type"":""Point"",""coordinates"":[-64.52749527587844,-9.524443649714042]}"
00000000000000000ddf,ctb0033-RO3394,3459,3405,1996,9,"{""type"":""Point"",""coordinates"":[-61.793611501808655,-11.859723921515238]}"
00000000000000000ef7,ctb0033-RO3683,3208,3126,1996,9,"{""type"":""Point"",""coordinates"":[-61.65527680982761,-11.441946284716842]}"
000000000000000006a3,ctb0033-RO1084,3530,3293,1996,10,"{""type"":""Point"",""coordinates"":[-63.56638955302081,-12.05361009442012]}"
000000000000000006b6,ctb0033-RO1104,3141,3095,1996,10,"{""type"":""Point"",""coordinates"":[-63.08388806443165,-11.888890901505828]}"
000000000000000006bb,ctb0033-RO1110,3756,3517,1996,10,"{""type"":""Point"",""coordinates"":[-63.417223704580934,-11.876668505518335]}"
000000000000000006cd,ctb0033-RO1148,3246,3086,1996,10,"{""type"":""Point"",""coordinates"":[-63.62138810541402,-10.04249755100233]}"
774,ctb0033-RO1529,3329,3271,1996,10,"{""type"":""Point"",""coordinates"":[-60.98583196867378,-12.719166599455344]}"
783,ctb0033-RO1544,3370,3348,1996,10,"{""type"":""Point"",""coordinates"":[-60.754168291644106,-12.357221366947142]}"
795,ctb0033-RO1562,4118,4085,1996,10,"{""type"":""Point"",""coordinates"":[-60.35250138695181,-12.786111083570729]}"
799,ctb0033-RO1566,4095,4044,1996,10,"{""type"":""Point"",""coordinates"":[-60.43527567980692,-12.774165151848546]}"
000000000000000007c0,ctb0033-RO1604,3508,3454,1996,10,"{""type"":""Point"",""coordinates"":[-60.49027869130118,-12.37027761483163]}"
8.00E+08,ctb0033-RO2006,3223,3126,1996,10,"{""type"":""Point"",""coordinates"":[-65.2580565560708,-10.745278631631725]}"
904,ctb0033-RO2034,3411,3316,1996,10,"{""type"":""Point"",""coordinates"":[-65.28527936800208,-10.306668074711627]}"
0000000000000000092f,ctb0033-RO2077,3280,3206,1996,10,"{""type"":""Point"",""coordinates"":[-65.22305707190229,-10.221668690430842]}"
000000000000000009db,ctb0033-RO2248,3546,3384,1996,10,"{""type"":""Point"",""coordinates"":[-61.67333170999301,-12.22055437876008]}"
00000000000000000a5f,ctb0033-RO2379,4324,4237,1996,10,"{""type"":""Point"",""coordinates"":[-63.90305614165704,-8.67166732784884]}"
00000000000000000b06,ctb0033-RO2546,3382,3301,1996,10,"{""type"":""Point"",""coordinates"":[-61.409446568751136,-12.783609527879745]}"
00000000000000000b0f,ctb0033-RO2555,3269,3252,1996,10,"{""type"":""Point"",""coordinates"":[-60.884998316552206,-12.519443463271505]}"
00000000000000000b40,ctb0033-RO2604,3373,3375,1996,10,"{""type"":""Point"",""coordinates"":[-61.03221999693277,-12.355553663153154]}"
00000000000000000dcb,ctb0033-RO3374,3341,3225,1996,10,"{""type"":""Point"",""coordinates"":[-61.70222222571829,-11.640001717106694]}"
0.00E+00,ctb0033-RO3515,,,1996,10,"{""type"":""Point"",""coordinates"":[-61.804723581633844,-10.584443315734985]}"
00000000000000000e7e,ctb0033-RO3553,3174,3127,1996,10,"{""type"":""Point"",""coordinates"":[-62.36527717506253,-10.205000570693059]}"
00000000000000000ea7,ctb0033-RO3603,3209,3093,1996,10,"{""type"":""Point"",""coordinates"":[-62.86639095144878,-11.008334380077658]}"
00000000000000000f06,ctb0033-RO3708,3223,3157,1996,10,"{""type"":""Point"",""coordinates"":[-63.858331358090965,-8.893057236051373]}"
00000000000000000f89,ctb0033-RO3872,3169,3095,1996,10,"{""type"":""Point"",""coordinates"":[-62.3855571666536,-11.512779104950827]}"
0000000000000000067c,ctb0033-RO1043,3419,3360,1996,11,"{""type"":""Point"",""coordinates"":[-63.44527590930817,-12.20666873807965]}"
694,ctb0033-RO1067,3550,3355,1996,11,"{""type"":""Point"",""coordinates"":[-64.01333416980981,-12.396109187234243]}"
000000000000000006a8,ctb0033-RO1089,3619,3361,1996,11,"{""type"":""Point"",""coordinates"":[-64.32277794651473,-12.138056550170278]}"
000000000000000006d1,ctb0033-RO1154,3241,3199,1996,11,"{""type"":""Point"",""coordinates"":[-63.62083517688339,-9.713612093704379]}"
763,ctb0033-RO1511,3549,3406,1996,11,"{""type"":""Point"",""coordinates"":[-60.4036116032264,-12.992777040094783]}"
797,ctb0033-RO1564,4070,4002,1996,11,"{""type"":""Point"",""coordinates"":[-60.416944315376206,-12.773888687583232]}"
000000000000000007d6,ctb0033-RO1628,3559,3440,1996,11,"{""type"":""Point"",""coordinates"":[-60.80722267597801,-12.968889635751475]}"
000000000000000007f0,ctb0033-RO1654,4766,4096,1996,11,"{""type"":""Point"",""coordinates"":[-60.389445039179606,-12.508612306812683]}"
800,ctb0033-RO1670,4237,4134,1996,11,"{""type"":""Point"",""coordinates"":[-60.153054715033285,-12.459722722862704]}"
000000000000000008cb,ctb0033-RO1876,4385,4306,1996,11,"{""type"":""Point"",""coordinates"":[-60.76222142814663,-13.491112796524733]}"
000000000000000008eb,ctb0033-RO2009,3817,3643,1996,11,"{""type"":""Point"",""coordinates"":[-65.00527903555306,-10.665835287263535]}"
000000000000000008f3,ctb0033-RO2017,3526,3422,1996,11,"{""type"":""Point"",""coordinates"":[-65.10333466771833,-10.623888523653767]}"
901,ctb0033-RO2031,3811,3546,1996,11,"{""type"":""Point"",""coordinates"":[-65.28472198037039,-10.632222583522656]}"
918,ctb0033-RO2054,3420,3339,1996,11,"{""type"":""Point"",""coordinates"":[-65.29638698872621,-10.399444131229622]}"
928,ctb0033-RO2070,3164,3125,1996,11,"{""type"":""Point"",""coordinates"":[-65.2591668722331,-10.416112250967403]}"
971,ctb0033-RO2142,3923,3781,1996,11,"{""type"":""Point"",""coordinates"":[-65.04027851972155,-11.18499950471413]}"
000000000000000009a2,ctb0033-RO2191,3377,3318,1996,11,"{""type"":""Point"",""coordinates"":[-64.73444661486991,-10.753612691500615]}"
00000000000000000ae6,ctb0033-RO2514,4448,4305,1996,11,"{""type"":""Point"",""coordinates"":[-61.02527717659256,-12.874998803970119]}"
00000000000000000aea,ctb0033-RO2518,3728,3664,1996,11,"{""type"":""Point"",""coordinates"":[-61.054720620848464,-12.872501707380188]}"
00000000000000000af6,ctb0033-RO2530,4413,4304,1996,11,"{""type"":""Point"",""coordinates"":[-61.13194333289203,-12.71250024338044]}"
00000000000000000b6c,ctb0033-RO2649,8579,7616,1996,11,"{""type"":""Point"",""coordinates"":[-61.55027835732212,-13.43333176507418]}"
00000000000000000bc4,ctb0033-RO2831,3420,3373,1996,11,"{""type"":""Point"",""coordinates"":[-60.9133314446458,-11.645000369387606]}"
00000000000000000bcc,ctb0033-RO2839,3406,3301,1996,11,"{""type"":""Point"",""coordinates"":[-60.80833299214031,-11.795276533989785]}"
0.00E+00,ctb0033-RO3483,3297,3255,1996,11,"{""type"":""Point"",""coordinates"":[-62.521943231474296,-10.023055870409308]}"
00000000000000000e4e,ctb0033-RO3505,3375,3302,1996,11,"{""type"":""Point"",""coordinates"":[-61.97388849829842,-10.881945619818786]}"
00000000000000000e5a,ctb0033-RO3517,3191,3153,1996,11,"{""type"":""Point"",""coordinates"":[-61.91527807405193,-10.478053623700822]}"
00000000000000000e8f,ctb0033-RO3570,3240,3207,1996,11,"{""type"":""Point"",""coordinates"":[-61.82722420554954,-9.135275605274556]}"
00000000000000000eba,ctb0033-RO3622,3206,3145,1996,11,"{""type"":""Point"",""coordinates"":[-62.50277801514659,-11.071109604708068]}"
00000000000000000edd,ctb0033-RO3657,3309,3162,1996,11,"{""type"":""Point"",""coordinates"":[-62.10250234998297,-11.034165952480269]}"
00000000000000000ef6,ctb0033-RO3682,3225,3143,1996,11,"{""type"":""Point"",""coordinates"":[-61.631112941218994,-11.462498281472175]}"
